U_S_R_I,HISTO_0,HISTO_11,HISTO_12,HISTO_21,HISTO_22,HISTO_23,HISTO_24,HISTO_31,HISTO_41,HISTO_42,HISTO_43,HISTO_52,HISTO_71,HISTO_81,HISTO_82,HISTO_90,HISTO_95
51_003,"0","141279","0","52062","12794","5825","2299","12677","7950","803","94046","769","2226","3425","1065802","399459","14828"
51_022,"0","24809","0","114915","71729","29818","10839","1418","284289","215714","150208","48936","34323","459212","280681","77210","12314"
51_104,"0","75516","0","64099","15348","7096","1720","2325","186","123","784","0","334","394","1350016","284234","14239"
51_905,"0","31737","0","59451","9543","1920","381","1078","147541","46169","49262","17778","8666","121481","1071223","231750","18264"
51_906,"0","140011","0","58763","20210","5491","1655","8954","242868","366437","344017","69246","40380","218708","115591","121154","62584"
51_904,"0","38836","0","54669","4829","1204","234","1344","108068","20644","57135","16328","7947","46385","1088095","352760","17934"
51_014,"0","22763","0","74158","20903","7283","1963","2216","459252","174900","422358","41589","31341","250114","140339","160909","6150"
51_025,"0","43757","0","68049","30576","9374","2364","5869","66164","107586","136531","25096","20187","597317","247112","381032","75400"
51_113,"0","14562","0","54075","10071","1611","395","372","118480","364791","424777","125003","77331","217679","209633","162018","35444"
51_007,"0","129549","0","57232","12367","4438","998","12693","184","144","223","182","50","1","1300373","278735","19072"
51_005,"0","45788","0","54529","4992","1705","293","7506","331429","52322","133964","9445","7464","62316","746643","347173","10669"
51_023,"0","69603","0","45695","15935","2625","420","3798","29612","176443","121069","14127","29324","510060","339881","393363","64292"
51_024,"0","8047","0","60557","9171","1604","259","1107","134262","503394","340626","156168","95693","188998","7938","290875","17714"
51_903,"0","49487","0","41177","3602","1122","223","1583","46675","574","5230","626","48","456","881891","758630","24912"
51_006,"0","31713","0","73258","30990","13885","3551","431","190887","184085","191546","16507","18408","515698","264075","260725","20656"
51_902,"0","31545","0","94917","32531","16598","8565","936","101059","377961","398900","191318","113678","159693","1009","273308","14399"
51_026,"0","32875","0","97966","35017","18524","9157","1437","99621","379453","394467","193020","116981","149279","1004","272377","15070"
51_016,"0","11699","0","74884","14116","4727","1146","207","54419","410976","422747","70223","73865","344980","9771","303527","19128"
51_015,"0","8698","0","59944","18394","4620","1642","175","73816","597504","339071","44986","58545","285092","29731","283150","11045"
51_008,"0","18535","0","73102","30739","8182","1750","6661","304671","265856","299639","70961","67083","474458","31210","149877","13687"
51_010,"0","3481","0","47562","6525","634","52","3941","438872","546119","433567","82955","83503","111388","11159","42898","3583"
51_017,"0","5291","0","80311","29699","6576","1662","761","30045","504514","442325","94207","105356","365952","4999","137795","6919"
51_028,"0","14163","0","69547","13253","3911","862","2235","9256","623190","320661","134380","142227","132557","4509","327146","18516"
51_009,"0","7027","0","85231","38007","9877","3638","1598","54995","551904","388487","102552","107012","362523","2946","95986","4462"
51_900,"0","9798","0","49158","6903","960","169","17445","245167","673413","495340","70685","52991","61482","14603","114857","3095"
51_002,"0","27503","0","54215","10750","1911","512","13762","390437","455051","456150","72182","46582","61308","26079","187790","12181"
51_101,"0","161259","0","35875","8724","1054","210","7507","402092","190637","321531","49645","46761","78329","73543","378079","61165"
51_018,"0","22875","0","63653","22896","4816","1394","8544","3826","709037","153254","103024","106514","226723","3110","370419","16329"
51_027,"0","20894","0","64121","10244","1848","339","6889","3558","707886","151243","115526","116600","63524","8876","526535","18334"
51_020,"0","31595","0","99879","25634","7636","2534","5910","648","548695","10482","87856","52196","265956","3617","660030","13751"
51_119,"0","17124","0","66393","13099","988","83","4648","2992","605595","16685","283114","90941","231301","1751","471491","10203"
51_030,"0","34727","0","67550","11349","1705","409","3968","1938","579284","27633","76263","56250","89512","19531","815457","30663"
51_229,"0","86391","0","112275","63571","24926","6070","7311","1893","658571","16832","105969","48386","39073","679","602772","41696"
52_137,"0","10730","0","58674","15466","2767","698","646","103540","460","1407","186","20164","138665","1437118","12548","13350"
52_033,"0","42185","0","47695","20197","2593","378","2235","440471","3599","12849","2645","14687","350628","780570","83645","11875"
52_068,"0","11883","0","61064","24100","4330","1133","151","380247","3957","33017","2369","5342","902712","341857","36502","7751"
52_035,"0","9863","0","48992","23201","2214","611","1003","241194","2323","57203","2770","6144","759086","596889","60121","4792"
52_036,"0","16629","0","61814","20728","4709","1605","1052","160420","349","5861","633","7379","517268","998748","15107","3939"
52_034,"0","13245","0","62933","23727","4376","1129","234","527431","1693","24648","2230","6073","832020","288258","24430","3985"
52_070,"0","12860","0","56595","20402","1985","443","1078","273189","1204","19417","2257","6779","823439","555623","36711","4427"
52_071,"0","28232","0","57813","18280","2883","421","4331","208561","175","4847","290","11678","144760","1244127","25662","64354"
52_066,"0","20875","0","46782","28462","2776","612","5786","155729","1065","30151","1513","5511","574062","787906","120854","34158"
52_131,"0","13992","0","54642","37275","5255","1071","869","240112","313","6804","1378","4660","842871","574302","30454","2414"
52_032,"0","27237","0","55691","32025","3883","870","1532","210279","34","1853","866","4967","729363","703978","38260","5402"
52_025,"0","51579","0","57536","55698","25753","6610","3840","352370","1257","39145","4353","10295","321217","811196","67521","8050"
52_027,"0","8976","0","53199","16155","1774","333","1040","360092","901","14095","1255","7789","552225","716635","67326","14614"
52_067,"0","48344","0","107205","84119","22645","5187","1521","309055","18","2554","1156","4844","858748","343476","23628","3573"
52_126,"0","47326","0","49735","24101","5496","1368","3033","503412","145","51509","2236","6053","362470","678118","58358","23055"
52_029,"0","20514","0","57516","25024","4130","1086","2750","337735","48","3892","2529","6992","646531","678293","22684","6686"
52_130,"0","34744","0","57128","23034","4905","1376","5563","179891","10","1653","2152","6551","358145","1091680","39467","9944"
52_030,"0","36488","0","56918","23527","4961","1317","5607","172675","11","1666","2147","6635","340206","1114067","39831","10184"
52_028,"0","13173","0","60177","23632","6435","1942","1915","580147","2499","34309","1682","8277","641479","413823","24284","2636"
52_019,"0","12121","0","53643","20246","4979","1080","2091","588266","3637","138863","2157","7864","328162","635229","17179","726"
52_124,"0","19407","0","85777","60723","10755","2436","3633","361383","83","6906","1729","8178","852683","377899","23214","1603"
52_024,"0","26342","0","101532","84713","19661","4778","4145","351493","105","6885","1627","7729","818316","364833","22618","1467"
52_122,"0","7486","0","59180","33939","11097","5306","2929","410767","8656","52006","2874","4646","805326","396760","14906","364"
52_061,"0","16566","0","60574","13140","2608","907","1487","839650","21334","197363","6136","10879","583088","55790","6399","496"
52_020,"0","46366","0","74948","13948","3054","1119","1975","977806","5632","45139","4559","8087","559088","69435","4402","854"
52_021,"0","16711","0","71816","26080","7407","1261","1471","634875","22704","172623","3451","6850","762473","77907","9872","577"
52_217,"0","28758","0","94377","40145","12310","4563","3860","819234","34005","345961","4440","12867","318579","77427","18657","1066"
52_062,"0","63188","0","78585","18384","8728","3597","3746","983471","36325","111055","6328","14686","458808","20956","7333","1224"
52_018,"0","11747","0","51284","8481","1324","423","1913","810771","24947","169405","13762","17251","683379","14635","6102","820"
52_023,"0","46984","0","55422","8124","1428","274","1352","555482","8720","15315","5001","15023","661717","309553","72087","59585"
52_015,"0","27094","0","58162","6959","1571","619","1276","775278","12913","20183","6756","16542","709732","119945","28966","30242"
52_012,"0","11931","0","77687","29366","12649","3354","5908","1179994","31079","102305","11331","23619","320408","3677","2690","421"
52_011,"0","4361","0","57958","8080","1893","585","1551","1220785","42351","61421","14732","35508","365629","452","848","258"
52_109,"0","8730","0","46991","6275","1108","242","4133","1311913","38977","126624","15358","14162","235258","1444","4446","757"
52_057,"0","7365","0","57510","19864","5989","1327","1898","922352","17416","45039","18339","8993","555187","152126","2873","134"
52_013,"0","2144","0","64243","23077","7734","2737","613","720507","18629","80619","8214","14673","863108","9081","1016","23"
52_058,"0","4265","0","62285","3903","854","506","12848","1442337","63340","80833","12047","17449","113194","0","1856","700"
52_014,"0","90209","0","50312","32052","6335","1495","7675","536072","24990","89461","5841","8270","944284","15303","2528","1586"
52_008,"0","5471","0","47406","11977","2032","589","2380","1305857","19934","60433","27169","12215","301539","12620","6504","286"
52_059,"0","1511","0","59887","16439","3361","737","879","752141","11562","80455","10714","25640","846824","5378","697","20"
52_056,"0","9401","0","73209","42446","13000","3577","813","660138","933","8953","2770","7336","634913","348742","9505","673"
52_007,"0","53267","0","85286","59757","24076","9259","7393","454289","155","5291","854","5893","301315","744193","56433","8952"
52_016,"0","4934","0","67845","21630","5260","2596","1166","252592","369","6920","2998","8075","986975","441438","13247","367"
52_010,"0","3364","0","50425","1974","271","57","1060","1229399","47918","82501","40391","33626","322955","206","1902","366"
52_052,"0","11594","0","59768","6340","1565","141","1929","1236292","99546","178941","21910","22661","153606","6987","13925","865"
52_055,"0","11442","0","78247","41193","10961","2239","1839","571729","28448","98477","5702","13406","942477","8174","1979","105"
52_003,"0","2379","0","56921","4919","957","329","835","1029743","59492","97313","40364","45943","475343","20","1643","216"
52_004,"0","666","0","56310","8161","1245","410","896","941631","37387","89032","18160","28370","633158","99","528","25"
52_001,"0","128117","0","51143","30184","8827","2247","6219","114531","352","2327","394","1673","25048","1230900","193700","20747"
52_053,"0","6394","0","48535","1648","64","3","1364","1312646","89552","188763","7317","13559","137535","73","8259","702"
52_005,"0","11692","0","66412","18752","5881","1624","1270","681580","66157","82492","5957","14453","845425","13965","716","40"
52_054,"0","23304","0","49102","6625","427","67","2508","857482","175547","167056","21138","35512","475248","5","2201","189"
52_006,"0","7282","0","109972","18519","6914","2052","2385","953002","5068","34666","11554","26365","631401","2619","4350","268"
52_002,"0","13050","0","58981","5472","676","162","1892","889326","28249","155416","15305","23713","370327","199690","52369","1785"
53_005,"533311","2938","0","18495","3952","636","116","13298","115","11455","31","172513","455678","3714","585918","613","13630"
53_004,"175405","3797","0","20991","1689","351","28","1331","0","106","0","136496","526229","52356","886518","226","10889"
53_003,"39325","32692","0","11723","2093","446","21","19926","155958","178636","40749","348272","873911","7625","63641","26615","14616"
53_900,"0","65340","12801","3724","567","241","10","269203","20358","807149","27149","385019","221726","234","1","2309","586"
53_800,"0","30329","4508","3566","509","83","0","54267","8923","1022465","8958","456731","205207","11396","0","5695","3775"
53_012,"0","631","0","23542","2174","158","16","236","7155","239","382","133547","724207","27769","877268","3193","15892"
53_008,"0","7408","0","11464","5988","480","70","850","11","97","0","299710","881824","31084","497023","23132","57273"
53_001,"0","18660","0","9579","6294","1335","49","2574","1339","1233790","74","431305","91172","1031","59","11790","7194"
53_007,"0","4012","0","4977","374","1","1","35","5420","57610","392","792029","736966","6004","164937","17895","25768"
53_010,"0","53536","0","22685","10900","1722","375","1193","791","2712","411","233232","612681","15690","799376","34285","26823"
53_002,"0","158063","0","54528","36803","12707","2714","1469","4193","770962","264","232101","79109","169661","224860","42088","26722"
53_009,"0","6333","0","12332","2643","804","185","972","6","238","0","527959","990336","5004","237550","1825","30061"
53_006,"0","3743","0","28625","6430","251","22","580","0","4","0","51510","346670","36345","1325971","1620","14301"
53_011,"0","7133","0","25280","3243","293","20","833","2706","1016","881","138763","964506","6636","618784","21406","24744"
53_101,"0","16067","4","3930","2369","986","12","14216","13","1412525","0","258852","90332","500","1","4662","11947"
53_019,"0","9410","0","3567","1096","12","0","433","206","137602","11","717126","852463","620","82328","6620","4748"
53_014,"0","159258","0","24230","19713","3161","446","2293","2479","255173","70","128371","780786","188535","238598","7002","6305"
53_063,"0","1121","0","203","10","1","0","9218","0","1209004","0","189610","399518","406","0","2342","4816"
53_017,"0","14372","0","38811","47200","26943","6092","3210","3","33","0","106177","491101","29532","1014993","4357","33588"
53_018,"0","6764","0","13587","6626","210","4","386","6552","177934","5976","515131","396250","3017","653068","16676","14062"
53_021,"0","40587","0","0","0","0","0","134","68","153971","7","417242","998009","3744","197774","1356","3519"
53_074,"0","54211","193","31775","21390","3687","710","18887","3216","417537","115","100978","446522","226137","429532","31128","30401"
53_022,"0","61180","0","2415","862","86","5","160","44","43114","0","498474","1023532","299","181686","1451","3113"
53_016,"0","13634","0","8909","1838","152","14","14960","1420","185935","2351","949674","448182","12656","137745","11079","27866"
53_013,"0","9731","0","5601","4733","3027","395","8312","13","1509851","29","197377","67094","753","888","2149","6294"
53_023,"0","3166","0","11723","1781","567","99","952","296","42","6","108283","1144020","1814","537989","427","5251"
53_020,"0","3448","0","3161","2006","32","0","192","1569","96610","55","787991","804333","2753","88827","7071","18362"
53_024,"0","14551","0","10326","3462","313","7","1197","11627","3032","2865","435804","1200091","1718","99217","14756","17103"
53_015,"0","28009","1456","5554","1082","271","29","45811","5932","1333284","1628","179132","178460","8222","5871","18425","3246"
53_064,"0","14006","0","4297","4196","2964","14","11349","2478","1230075","285","346932","160619","19091","7683","5969","6281"
53_905,"0","13026","0","10448","3038","368","6","52","908","1081968","858","193390","371484","39724","24358","58377","18245"
53_906,"0","8311","0","11829","4736","1301","23","112","262","930011","869","241993","500471","48119","24080","25129","19169"
53_904,"0","6048","0","11408","4540","1075","18","51","518","875003","633","238742","512459","87507","37084","20012","21150"
53_031,"0","3777","0","4463","1410","132","1","302","49","16731","0","606414","911119","10802","227742","12955","20515"
53_903,"0","2139","0","8600","4571","1673","24","75","435","1136186","1666","280512","317171","29433","19412","6312","8205"
53_075,"0","3346","14","3157","2574","1249","10","4375","116","1243060","398","447437","100897","661","1754","3585","3782"
53_025,"0","6043","4","9842","7568","1532","147","1689","227","1305558","807","350391","82924","20549","8601","4699","15669"
53_032,"0","3139","0","3141","1644","145","2","2801","23","1519","0","818890","969281","0","6273","903","8658"
53_027,"0","929","0","5267","2305","525","1","1884","165","1046998","1095","272022","425342","48687","431","5845","4924"
53_902,"0","4135","0","24457","8875","1084","160","725","383","916990","55","424652","217003","135648","25694","6240","50320"
53_034,"0","7764","0","9866","5641","440","41","34","442","25758","62","153806","1470773","6758","125017","2232","7779"
53_026,"0","1067","0","6077","2587","783","3","701","440","1257169","89","339399","168174","22172","5653","5371","6737"
53_901,"0","8738","84","34569","15994","3097","794","1963","55","643736","12","409297","339053","248469","41422","6551","62593"
53_033,"0","17719","0","8092","6933","1710","365","299","770","53012","0","818423","736513","5691","110928","16047","39915"
53_908,"0","1095","0","5015","3243","651","102","243","1","484342","0","677528","595163","2009","30343","9842","6837"
53_029,"0","3345","21","9456","982","22","2","5321","138","257761","297","410245","945463","34511","47684","41748","59424"
53_076,"0","1201","0","6704","1691","62","3","873","176","1115998","8","463423","187331","33798","2495","1326","1327"
53_030,"0","9533","0","2526","1085","7","0","640","0","30785","0","360332","1210214","22809","146132","10936","21418"
53_028,"0","4494","0","13093","7616","407","68","1","22","175635","0","389926","930473","84406","201213","2767","5952"
53_035,"0","1508","0","7760","734","36","1","231","629","37581","12","797202","726406","239","230896","1135","11700"
53_043,"0","3764","0","7877","803","9","0","1243","169","273056","0","273748","1183146","2368","24226","7595","38081"
53_038,"0","12447","0","19938","12308","1613","248","29","0","48334","0","487839","833421","80063","290024","6857","22949"
53_044,"0","4624","0","2449","416","29","1","71","27","11208","6","688250","1032096","899","50617","1686","24024"
53_086,"0","5489","448","456","26","0","0","4082","64","1172445","50","372858","252343","1716","34","4438","1963"
53_036,"0","750","0","6121","1834","482","5","95","449","1057376","33","516029","215883","11916","0","2301","2961"
53_040,"0","12286","0","12468","6971","2194","364","116","51","180465","11","509615","924031","43403","87972","27598","8873"
53_039,"0","634","0","50224","28257","11075","1835","6140","11040","819128","5680","552868","152388","72568","92836","5898","5676"
53_041,"0","17277","0","39263","40362","46447","19735","555","214","60154","12","732110","361633","20823","412835","51212","13598"
53_087,"0","3741","26","3919","633","88","0","9602","69","1318462","234","222070","240674","14131","1261","1036","467"
53_042,"0","8427","0","14414","11251","4874","753","174","441","9519","0","490946","684199","12392","488166","34191","56423"
53_137,"0","3384","0","20361","9143","1512","77","135","35","119508","68","243879","891369","263665","222254","14843","25839"
53_045,"0","1290","0","8389","965","24","0","629","43","451","2","335029","1407291","11","53547","2593","5972"
53_907,"0","2201","0","4716","757","93","0","8989","2316","399878","209","1154978","210423","1919","20057","4522","5189"
53_047,"0","29749","0","2538","93","0","0","96","5843","594800","513","827163","143096","12","18","29089","183388"
53_046,"0","19221","0","5542","219","3","0","1318","848","381461","795","1099357","186818","283","0","14591","105957"
53_097,"0","116","0","7201","3585","1923","68","198","57","212873","17","1021578","469017","77124","5195","1334","15791"
54_025,"0","19336","0","41044","4197","388","92","644","54787","9791","1021","986","1207600","22605","415350","19105","19470"
54_026,"0","16640","0","43997","1832","207","38","571","74575","12756","1173","1700","1150277","9631","463376","28767","10708"
54_044,"0","4919","0","13453","9675","915","205","72","2308","167689","10574","37643","1392412","959","154420","2123","18885"
54_028,"0","10545","0","33275","7212","1709","480","729","35285","73117","17259","1682","1159326","30341","358047","11691","75550"
54_031,"0","94257","0","6255","1214","162","9","419","1653","448","10313","305","1564342","1350","3147","4709","127657"
54_034,"0","14689","0","8888","4755","60","1","10","917","4894","55","167","1585926","1960","134377","1407","58298"
54_023,"0","7386","0","52543","7010","1108","286","797","103235","8905","1144","773","794408","14411","799994","13048","11200"
54_029,"0","21261","0","2928","753","3","0","12","905","1592","20","117","1651316","0","57","2435","134841"
54_030,"0","2","0","5579","2318","44","4","49","11","15780","1094","3471","1750290","286","28084","189","9045"
54_043,"0","2674","0","31094","18689","5539","2327","300","19","62","154","2193","780402","3007","961244","341","8022"
54_022,"0","18376","0","51911","20431","2979","1280","3223","113906","36","121","64","173533","8857","1385462","20501","15736"
54_041,"0","20329","0","1800","411","18","0","829","241","73","104","13","1679074","409","3987","1921","107202"
54_027,"0","10192","0","3061","341","3","0","2029","405","49","402","137","1639756","844","34969","8017","116210"
54_042,"0","6770","0","5540","1435","348","85","209","540","2774","56","402","1761239","809","9141","2203","24859"
54_024,"0","14477","0","61722","26510","8835","5010","2156","41060","29","1091","97","356357","5222","1260140","27374","6333"
54_116,"0","7617","0","22448","4037","223","34","1726","3661","119","36","90","1206492","119323","328233","16706","105500"
54_018,"0","34205","0","22124","7994","604","130","1423","21733","1263","11895","1021","1462523","3451","215698","8022","24159"
54_040,"0","13522","0","46953","9810","1948","689","5628","496","16679","207","3820","987957","23539","661801","12424","30780"
54_017,"0","1652","0","51871","11010","1035","385","731","17215","121","220","185","419598","2021","1289539","13749","7082"
54_039,"0","54608","0","8174","1885","10","1","308","175","72","0","23","1565114","1672","103270","4722","76379"
54_037,"0","728","0","10475","383","17","1","924","41","988","8","179","1739292","2058","51749","767","8634"
54_038,"0","4577","0","10529","1068","31","0","101","101","31","24","203","1700622","2905","51024","2395","42630"
54_015,"0","32682","0","58506","19276","5657","2824","1277","56013","1","331","294","244511","4514","1357972","27334","5051"
54_021,"0","7563","0","35146","5079","658","99","655","1667","5403","926","698","913747","13215","787059","11446","32874"
54_013,"0","31727","0","64534","49959","15919","4171","14076","103983","1186","619","275","203653","21768","1241648","35353","27541"
54_032,"0","657","0","34234","3440","481","162","515","3469","563","11261","594","1272548","2408","468902","5094","12088"
54_020,"0","40674","0","36156","6937","2324","655","3540","2058","319","679","965","996028","14579","642766","32556","36002"
54_119,"0","2737","0","30848","14444","3009","1006","325","15825","215","2771","433","1405831","5292","319667","4839","8828"
54_012,"0","67878","0","94634","142392","67700","24783","6868","73070","2028","1577","261","153232","67336","1074067","33436","6822"
54_014,"0","3518","0","63192","12154","2330","1345","355","21670","1","366","0","74405","973","1625190","3140","7608"
54_033,"0","922","0","37920","5499","1272","349","1275","34","50","0","308","1127555","45156","590214","205","5489"
54_005,"0","17697","0","60120","20606","3373","1239","165","66770","91","883","257","326326","29993","1280192","2589","5769"
54_035,"0","8662","0","37884","4018","547","87","114","10446","14278","41301","21337","1296569","7791","340083","26326","6972"
54_007,"0","17149","0","65072","39305","15165","4569","1386","5065","280","201","2371","334582","11022","1241092","59920","19237"
54_008,"0","13704","0","48867","24947","6663","1621","1923","6608","76","129","1405","674440","13438","941979","55140","25304"
54_006,"0","16032","0","76399","36528","10094","4220","1504","4484","3","122","337","162764","6993","1426172","34988","35603"
54_001,"0","31911","0","57382","28677","5180","1511","8628","137135","2824","2280","755","52972","106829","1309769","27326","43235"
54_009,"0","9102","0","43217","10480","1143","333","212","419","1","121","6117","926104","6213","773827","34552","4578"
54_004,"0","5972","0","61363","13002","3061","690","975","30007","0","154","6","193769","2435","1491585","1731","11500"
54_010,"0","11403","0","44231","5483","913","259","382","1052","0","262","274","825771","7928","872325","41016","5116"
54_002,"0","13688","0","58021","14182","2017","790","262","132574","1733","881","1008","361189","123140","1092416","12061","2454"
54_036,"0","2188","0","28593","2951","609","104","928","314","4","119","252","1203811","23083","536475","6285","10363"
54_003,"0","16541","0","58247","11951","740","215","185","113319","1341","3791","856","400279","37765","1170000","701","315"
54_011,"0","17564","0","41146","3193","706","130","787","362","19","136","114","941376","16199","767958","13103","13618"
55_006,"0","102","0","218","88","4","0","0","4681","50905","309","891673","842826","15743","620","6184","3059"
55_101,"0","348","0","4276","931","13","0","6482","335","10335","212","1685049","93724","2","0","5134","9574"
55_907,"0","273","0","3801","1791","29","0","8123","76","1083","109","1700390","80896","632","10340","3272","5594"
55_902,"0","7846","0","4419","516","111","4","1","51987","19264","2141","1163662","553841","273","0","7092","5256"
55_037,"0","93","0","1415","29","2","1","524","41857","194156","1395","1091651","475132","55","0","5592","4349"
55_903,"0","317","0","4531","390","0","0","1079","40","1942","276","1680033","121522","0","0","2177","4102"
55_103,"0","5633","0","2100","226","37","1","36119","8","623","42","1132384","517883","42518","27748","22750","28337"
55_002,"0","40","0","793","116","0","0","281058","766","6511","1047","1155061","347314","2781","15806","2314","2632"
55_004,"0","1552","0","3620","17","0","0","110","7244","4476","688","480371","1297517","2678","0","8721","9420"
55_005,"0","76","0","5693","1023","546","4","0","5150","7043","211","1315375","462862","1057","0","9715","7482"
55_012,"0","1","0","1386","1756","1","0","8589","1297","232429","275","1529084","32454","3641","329","901","3936"
55_043,"0","4133","0","7300","1381","4","1","35036","121898","100627","3928","1143759","198124","47668","545","26557","125280"
55_007,"0","5","0","0","0","0","0","206505","0","17299","9","1111510","468521","1884","1302","7058","2317"
55_108,"0","6103","0","11417","4880","516","15","36862","1841","30420","3","1265491","418264","1257","26302","10761","2109"
55_009,"0","697","0","3216","73","2","0","78804","787","84182","0","1458407","168286","1572","17753","1870","766"
55_010,"0","357","0","7156","420","49","0","23572","572","150723","15","1308580","312143","3586","83","6179","2813"
55_011,"0","6221","0","6699","279","10","0","19029","11901","377876","587","1242092","91630","13934","147","9229","36607"
55_045,"0","91970","0","3531","5341","847","332","4314","1","412","0","1425424","266104","911","6391","5965","4697"
55_016,"0","69","0","2824","82","2","0","9232","2363","167026","260","1493993","132774","2966","0","1926","2901"
55_114,"0","9677","0","30156","36842","9875","1198","150937","0","0","0","1105748","91900","28458","210884","20260","120462"
55_904,"0","413","0","26475","32258","7246","1548","19678","4","66596","5","1523409","100235","3141","9344","24853","1210"
55_905,"0","82","0","10624","1865","22","0","66776","13503","326408","3142","1330727","12456","24856","18560","3010","4222"
55_018,"0","152","0","5710","829","92","5","58413","14115","670756","1577","982086","41945","33799","0","3432","3330"
55_901,"0","1406","0","14958","7648","3249","650","7551","13894","765811","1564","889491","47374","39966","0","4293","18552"
55_017,"0","677","0","3402","279","22","1","9686","85","600741","610","1147572","52092","451","0","492","134"
55_015,"0","57","0","6225","767","0","0","46627","10636","533797","4527","1173541","14942","6634","9098","6123","3445"
55_019,"0","43284","0","29276","52221","21579","5948","1106","261","282682","146","1111994","96162","82018","8916","15275","65574"
55_021,"0","431","0","7824","2305","22","0","138250","17196","352011","5939","1232217","29868","15605","3284","3974","7492"
55_024,"0","39","4","6582","386","3","0","20508","7711","683055","6306","1047517","22879","19593","0","967","872"
55_022,"0","309","0","0","0","0","0","384","31869","862963","5382","905878","2866","147","0","5135","1306"
55_120,"0","104602","0","5348","2563","2137","26","78075","356","416896","39","1149735","39715","2722","4625","6738","2654"
55_023,"0","0","0","896","206","0","0","6742","897","420341","5507","1266713","112909","517","0","1087","594"
55_025,"0","7513","0","6881","1363","129","1","471733","0","49876","0","1269956","8607","1","0","7","0"
55_028,"0","1","0","3198","2167","99","0","12176","6","278423","9","1339981","179546","390","0","326","88"
55_027,"0","1219","0","8573","4798","1495","185","4007","0","44180","0","1523247","206342","16427","3","545","5396"
55_908,"0","112","0","4246","1507","626","42","1458","36","555180","25","1020398","227254","2708","0","1898","591"
55_130,"0","0","0","0","0","0","0","68312","27","191613","1393","1536797","18269","0","0","0","0"
55_029,"0","16","0","3276","5951","810","16","66155","0","711","0","1621495","117096","77","0","334","478"
55_031,"0","35410","0","11154","6314","956","112","138426","12","0","2","566269","1031407","1069","5699","10037","9546"
55_906,"0","791","0","7010","5310","770","62","276492","0","12","0","1487716","15143","2478","0","13890","6573"
55_032,"0","13","0","13402","6784","1878","514","71408","1","18422","27","1393927","306113","0","0","1132","2786"
55_033,"0","30268","0","6257","8760","3667","1436","9230","0","167","1","1686315","69476","0","0","736","98"
58_022,"401995","32900","0","29281","8881","2072","422","1761","400736","239752","488285","91527","16168","31501","2287","66711","2138"
58_021,"120238","27755","0","32398","9464","2377","478","1318","536499","295180","539770","126311","17768","36985","3366","64177","2329"
58_020,"50404","17418","0","34121","8957","2544","478","1156","611787","303127","551265","77165","14175","40951","6231","93543","3096"
58_019,"0","17507","0","29114","14335","6688","2208","2233","594055","337242","507080","188573","8134","10463","638","95345","2470"
58_017,"0","7543","0","22302","13676","6758","2198","16263","608259","496300","481237","94768","7295","8152","503","49484","1679"
58_116,"0","1940","0","27967","14217","3613","371","16727","562323","591053","494475","35366","8692","9004","189","47963","2518"
58_023,"0","49388","0","57894","20060","7051","1665","4161","501243","372526","598117","27332","14799","24391","19245","104123","14418"
58_018,"0","9533","0","47245","17136","6887","1361","4206","597831","453483","543113","27656","21384","45992","4879","31815","3891"
58_012,"0","58563","0","67493","25220","8882","1845","7674","405210","367178","650462","37401","15130","25029","14510","123238","8582"
58_011,"0","53909","0","70321","22918","6983","1086","4966","416094","370594","636218","62556","24616","42079","708","97409","5787"
58_010,"0","168929","0","100195","43045","17497","5044","10465","287003","217753","681317","52097","23708","67732","6197","124667","10765"
58_009,"0","63079","0","102198","54579","29352","10198","12512","297566","232077","693789","56746","27125","79360","8929","137439","11465"
58_007,"0","50436","0","88385","50194","27436","9277","12438","347057","261438","647333","63836","26434","74287","9677","137927","10260"
58_015,"0","52170","0","75843","37986","13515","2444","6173","360537","437332","586839","36712","31878","79211","7152","82039","6589"
58_005,"0","42071","0","83873","50360","25967","8015","14383","322183","312609","628933","68586","22379","66592","9411","150639","10418"
58_008,"0","69959","0","115757","74497","30309","9036","17056","207271","289196","634956","34710","24261","93880","2265","190577","22336"
58_014,"0","35254","0","79506","31800","15175","2845","4336","437861","352835","611483","32158","23318","90185","18932","73277","7278"
58_004,"0","110403","0","141410","111035","49844","21062","13934","187862","245213","478178","14845","19631","115547","3257","261207","42984"
58_006,"0","52039","0","102088","109258","81663","26178","17538","264104","270420","579326","42034","28760","55107","3135","167420","17342"
58_013,"0","45507","0","80380","31308","14829","3066","5146","381162","334618","675694","32231","23174","71583","14303","94399","9015"
58_001,"0","27925","0","107532","100606","66476","22948","11306","247921","385725","542371","51251","28607","71788","5129","133021","13810"
58_002,"0","111139","0","134705","159684","108514","25944","13049","260207","184515","345683","14067","23151","99093","3868","260476","72312"
58_003,"0","44495","0","79672","35274","16621","4155","5567","297777","428309","650110","22896","27318","61068","11697","119540","11918"
59_021,"0","40810","0","156029","36845","14348","3927","4325","954635","21214","136754","8058","7560","197031","34418","183912","16380"
59_019,"0","48243","0","158567","33306","11217","3060","4703","993153","14149","108854","15506","8364","181754","45074","182113","8180"
59_018,"0","82265","0","311547","142904","76313","27528","7850","851891","3205","44054","5929","8617","28010","2543","217894","5866"
59_116,"0","50641","0","179316","52424","18837","6107","5162","958364","6438","80565","7254","8007","184519","81913","171206","5663"
